CONCISE NET LIST - 1  
PSEN_3.3V                GA1              29       SMC_FPGA-734-220-50,DTG
PSEN_3.3V                RN7              14       8RES-636-413-04,DTG
PSEN_3.3V                TP38             1        TESTPOINT-359-537-00,DTG
PWRCLR_3.3V*             GA1              18       SMC_FPGA-734-220-50,DTG
PWRCLR_3.3V*             RN6              14       8RES-636-413-04,DTG
PWRCLR_3.3V*             TP33             1        TESTPOINT-359-537-00,DTG
SC_LONBUS_CONTROL        GA1              104      SMC_FPGA-734-220-50,DTG
SC_LONBUS_CONTROL        TP45             1        TESTPOINT-359-537-00,DTG
SC_LONBUS_DATA           GA1              105      SMC_FPGA-734-220-50,DTG
SC_LONBUS_DATA           TP44             1        TESTPOINT-359-537-00,DTG
SC_P5F                   C6               1        CAP-111-479-00,DTG
SC_P5F                   C8               1        CAP-111-479-00,DTG
SC_P5F                   C9               1        CAP-111-479-00,DTG
SC_P5F                   C12              1        CAP-111-479-00,DTG
SC_P5F                   C13              1        CAP-111-479-00,DTG
SC_P5F                   R1               1        SRES-654-001-12,DTG
SC_P5F                   U1               7        FCT164245TSOIC-437-726-00,DTG
SC_P5F                   U1               18       FCT164245TSOIC-437-726-00,DTG
SC_P5F                   U2               7        FCT164245TSOIC-437-726-00,DTG
SC_P5F                   U2               18       FCT164245TSOIC-437-726-00,DTG
SC_P5F                   U3               7        FCT164245TSOIC-437-726-00,DTG
SC_P5F                   U3               18       FCT164245TSOIC-437-726-00,DTG
SC_P5F                   U4               1        LP3891ESX-741-890-12,DTG
SC_P5F                   U4               5        LP3891ESX-741-890-12,DTG
SC_P5F                   U5               5        NC7SZ04P5X      
SMC_CNTRL_BC_48VDC_ON*   GA1              5        SMC_FPGA-734-220-50,DTG
SMC_CNTRL_BC_48VDC_ON*   TP25             1        TESTPOINT-359-537-00,DTG
SMC_CNTRL_BC_SWITCHED_AC* K1               2        BSP123_E6327-752-355-00,DTG
SMC_CNTRL_BC_SWITCHED_AC* K1               4        BSP123_E6327-752-355-00,DTG
SMC_CNTRL_BC_SWITCHED_AC* R1               2        SRES-654-001-12,DTG
SMC_CNTRL_BC_SWITCHED_AC* TP29             1        TESTPOINT-359-537-00,DTG
SMC_CNTRL_BC_SWITCHED_AC_3.3V* GA1              8        SMC_FPGA-734-220-50,DTG
SMC_CNTRL_BC_SWITCHED_AC_3.3V* K1               1        BSP123_E6327-752-355-00,DTG
SMC_CNTRL_DC90_48V_ON*   GA1              115      SMC_FPGA-734-220-50,DTG
SMC_CNTRL_DC90_48V_ON*   TP30             1        TESTPOINT-359-537-00,DTG
SMC_CNTRL_JAG_48VDC_ON*  GA1              6        SMC_FPGA-734-220-50,DTG
SMC_CNTRL_JAG_48VDC_ON*  TP26             1        TESTPOINT-359-537-00,DTG
SMC_CNTRL_JAG_SWITCHED_AC* GA1              10       SMC_FPGA-734-220-50,DTG
SMC_CNTRL_JAG_SWITCHED_AC* TP28             1        TESTPOINT-359-537-00,DTG
SMC_MON_BC_AC_ON_3.3V*   GA1              28       SMC_FPGA-734-220-50,DTG
SMC_MON_BC_AC_ON_3.3V*   RN7              15       8RES-636-413-04,DTG
SMC_MON_BC_AC_ON_3.3V*   TP37             1        TESTPOINT-359-537-00,DTG
SMC_MON_BC_AC_PWR_FAULT_3.3V* GA1              121      SMC_FPGA-734-220-50,DTG
SMC_MON_BC_AC_PWR_FAULT_3.3V* RN4              3        8RES-636-413-04,DTG
SMC_MON_BC_FAN0_STATE_3.3V GA1              32       SMC_FPGA-734-220-50,DTG
SMC_MON_BC_FAN0_STATE_3.3V RN7              10       8RES-636-413-04,DTG
SMC_MON_BC_FAN0_TACH_OUT_3.3V GA1              30       SMC_FPGA-734-220-50,DTG
SMC_MON_BC_FAN0_TACH_OUT_3.3V RN7              12       8RES-636-413-04,DTG
SMC_MON_BC_FAN1_STATE_3.3V GA1              33       SMC_FPGA-734-220-50,DTG
SMC_MON_BC_FAN1_STATE_3.3V RN7              9        8RES-636-413-04,DTG
SMC_MON_BC_FAN1_TACH_OUT_3.3V GA1              31       SMC_FPGA-734-220-50,DTG
SMC_MON_BC_FAN1_TACH_OUT_3.3V RN7              11       8RES-636-413-04,DTG
